 Destination Port,Destination IP, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
27595,182.171.104.140,5943404,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,235.3869937,1.009522489,1188680.8,2650379.458,5929817,1,0,0,0,0,0,5941881,1485470.25,2962902.042,5929817,1,1,0,0,0,20,112,0.168253748,0.841268741,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,13587,0,13587,13587,5929817,0,5929817,5929817,BENIGN
27569,140.226.252.21,6017360,1,5,6,30,6,6,6,0,6,6,6,0,5.982690083,0.997115014,1203472,2673339.068,5985631,2,0,0,0,0,0,6016821,1504205.25,2987649.987,5985631,2,0,0,0,0,20,100,0.166185836,0.830929178,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,31729,0,31729,31729,5985631,0,5985631,5985631,BENIGN
27578,136.48.37.31,6016435,1,5,6,30,6,6,6,0,6,6,6,0,5.983609895,0.997268316,1203287,2675046.072,5988538,3,0,0,0,0,0,5998865,1499716.25,2992550.748,5988538,3,0,0,0,0,20,100,0.166211386,0.83105693,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,27897,0,27897,27897,5988538,0,5988538,5988538,BENIGN
27575,49.158.187.23,6009331,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,232.8046167,0.998447248,1201866.2,2671578.732,5980907,1,0,0,0,0,0,6001872,1500468,2986975.672,5980907,1,1,0,0,0,20,112,0.166407875,0.832039373,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,28424,0,28424,28424,5980907,0,5980907,5980907,BENIGN
27579,16.205.125.203,6016404,1,5,6,30,6,6,6,0,6,6,6,0,5.983640726,0.997273454,1203280.8,2675107.961,5988641,3,0,0,0,0,0,5997854,1499463.5,2992787.251,5988641,3,0,0,0,0,20,100,0.166212242,0.831061212,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,27763,0,27763,27763,5988641,0,5988641,5988641,BENIGN
27567,193.16.81.201,6021579,1,5,6,30,6,6,6,0,6,6,6,0,5.978498331,0.996416388,1204315.8,2673755.068,5987214,1,0,0,0,0,0,6020037,1505009.25,2988173,5987214,1,0,0,0,0,20,100,0.166069398,0.83034699,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,34365,0,34365,34365,5987214,0,5987214,5987214,BENIGN
27576,42.102.93.66,6016407,1,5,6,30,6,6,6,0,6,6,6,0,5.983637743,0.997272957,1203281.4,2675125.617,5988676,3,0,0,0,0,0,5999861,1499965.25,2992477.354,5988676,3,0,0,0,0,20,100,0.16621216,0.831060798,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,27731,0,27731,27731,5988676,0,5988676,5988676,BENIGN
27564,141.184.129.35,6022409,1,5,6,30,6,6,6,0,6,6,6,0,5.977674382,0.996279064,1204481.8,2674156.47,5988093,1,0,0,0,0,0,6021865,1505466.25,2988456.598,5988093,1,0,0,0,0,20,100,0.166046511,0.830232553,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,34316,0,34316,34316,5988093,0,5988093,5988093,BENIGN
58099,119.29.46.51,88,1,2,6,12,6,6,6,0,6,6,6,0,204545.4545,34090.90909,44,7.071067812,49,39,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,11363.63636,22727.27273,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,245,256,0,20,0,0,0,0,0,0,0,0,BENIGN
58104,182.204.196.175,60,1,2,6,12,6,6,6,0,6,6,6,0,300000,50000,30,25.45584412,48,12,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,40,16666.66667,33333.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,245,250,0,20,0,0,0,0,0,0,0,0,BENIGN
137,240.209.179.186,3,2,0,124,0,62,62,62,0,0,0,0,0,41300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,93,62,0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,14.4.165.56,119527967,48,24,9162,7438,404,0,190.875,199.415809,316,243,309.9166667,20.61007914,138.8796314,0.602369486,1683492.493,4512898.209,16500000,1,120000000,2543148.234,5362682.276,16500000,1,120000000,5196853.217,6761458.167,16500000,3,1,0,0,0,1536,768,0.401579657,0.200789829,0,404,232.9178082,172.1944761,29650.9376,0,1,0,0,1,0,0,0,0,236.1527778,190.875,309.9166667,1536,0,0,0,0,0,0,48,9162,24,7438,1444,2081,23,32,1095751.875,2131749.472,5609449,340,13800000,3071104.532,16500000,8107250,BENIGN
9625,123.232.246.170,35,1,2,6,12,6,6,6,0,6,6,6,0,514285.7143,85714.28571,17.5,23.33452378,34,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,28571.42857,57142.85714,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,229,16370,0,20,0,0,0,0,0,0,0,0,BENIGN
9626,244.44.139.63,2,3,0,18,0,6,6,6,0,0,0,0,0,9000000,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,389,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
9626,150.40.39.34,1,1,2,6,12,6,6,6,0,6,6,6,0,18000000,3000000,0.5,0.707106781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1000000,2000000,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,389,16425,0,20,0,0,0,0,0,0,0,0,BENIGN
443,233.129.231.233,874405,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,5321.332792,22.87269629,46021.31579,56358.04076,160897,1,778845,97355.625,99812.08338,281764,192,776074,77607.4,73743.68959,199442,1,0,0,0,0,296,360,10.29271333,12.57998296,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
443,122.177.53.69,94805,1,1,0,0,0,0,0,0,0,0,0,0,0,21.09593376,94805,0,94805,94805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.54796688,10.54796688,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
443,234.68.186.137,1027384,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,4528.978454,19.46691792,54072.84211,66766.36613,246437,4,821764,102720.5,115269.8005,341675,182,932021,93202.1,82266.10274,246437,4,0,0,0,0,296,360,8.760113064,10.70680486,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
443,225.140.73.90,95011,1,1,0,0,0,0,0,0,0,0,0,0,0,21.05019419,95011,0,95011,95011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.52509709,10.52509709,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
53,153.155.117.190,220,2,2,68,132,34,34,34,0,66,66,66,0,909090.9091,18181.81818,73.33333333,85.59400291,169,4,47,47,0,47,47,4,4,0,4,4,0,0,0,0,40,40,9090.909091,9090.909091,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,40,0,0,0,0,0,0,2,68,2,132,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,126.170.239.230,189,2,2,68,132,34,34,34,0,66,66,66,0,1058201.058,21164.02116,63,103.058236,182,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10582.01058,10582.01058,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,40,0,0,0,0,0,0,2,68,2,132,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,223.89.80.180,250,2,2,64,204,32,32,32,0,102,102,102,0,1072000,16000,83.33333333,139.1414149,244,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,8000,8000,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
40325,180.151.83.104,26774,16,6,19927,24,2920,0,1245.4375,1098.880277,6,0,4,3.098386677,745163.218,821.6926869,1274.952381,4752.577537,21602,0,26774,1784.933333,5604.182462,21602,1,22131,4426.2,9680.10985,21740,0,0,0,0,0,344,144,597.5946814,224.0980055,0,2920,867.4347826,1079.243288,1164766.075,0,0,0,1,0,0,0,0,0,906.8636364,1245.4375,4,344,0,0,0,0,0,0,16,19927,6,24,8192,357,14,20,0,0,0,0,0,0,0,0,BENIGN
21,72.30.29.159,146374,19,25,206,482,43,0,10.84210526,11.90360897,52,0,19.28,14.39189587,4700.288303,300.5998333,3404.046512,13319.95643,74965,0,146359,8131.055556,27520.29258,115517,46,146264,6094.333333,17528.73752,74965,0,0,0,0,0,404,524,129.8044735,170.7953598,0,52,15.28888889,13.92287559,193.8464646,0,0,0,1,0,0,0,0,1,15.63636364,10.84210526,19.28,404,0,0,0,0,0,0,19,206,25,482,8192,229,17,20,0,0,0,0,0,0,0,0,BENIGN
40325,194.231.150.31,1,2,0,611,0,605,6,305.5,423.5569619,0,0,0,0,611000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,605,405.3333333,345.8328112,119600.3333,0,1,0,0,1,0,0,0,0,608,305.5,0,40,0,0,0,0,0,0,2,611,0,0,16425,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
21,211.244.181.244,97,1,2,6,12,6,6,6,0,6,6,6,0,185567.0103,30927.83505,48.5,0.707106781,49,48,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,10309.27835,20618.5567,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,16370,229,0,20,0,0,0,0,0,0,0,0,BENIGN
8080,252.17.0.202,992904,3,3,0,18,0,0,0,0,6,6,6,0,18.12864084,6.042880278,198580.8,271132.4424,499494,536,992250,496125,5522.503961,500030,492220,992342,496171,5624.327338,500148,492194,0,0,0,0,92,60,3.021440139,3.021440139,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,BENIGN
465,66.135.1.90,2183344,16,23,1380,4574,362,0,86.25,86.45576904,2149,0,198.8695652,516.5348976,2727.009578,17.86250815,57456.42105,191384.4187,1187610,1,2133187,142212.4667,308316.0176,1237300,738,2134000,97000,246219.3069,1187610,1,0,0,0,0,332,472,7.328208473,10.53429968,0,2149,148.85,396.2744161,157033.4128,0,0,0,1,0,0,0,0,1,152.6666667,86.25,198.8695652,332,0,0,0,0,0,0,16,1380,23,4574,8192,176,15,20,0,0,0,0,0,0,0,0,BENIGN
465,130.28.208.113,181,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,270718.232,16574.58564,90.5,58.68986284,132,49,181,90.5,58.68986284,132,49,0,0,0,0,0,0,0,0,0,60,0,16574.58564,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,16324,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
389,140.237.151.9,3988,13,12,4094,1044,1646,0,314.9230769,595.4657087,210,0,87,89.21475622,1288365.095,6268.806419,166.1666667,342.5947875,1309,1,3988,332.3333333,504.7646316,1456,3,3967,360.6363636,533.5037531,1447,1,0,0,0,0,284,264,3259.779338,3009.027081,0,1646,197.6153846,433.9253463,188291.2062,0,0,0,1,0,0,0,0,0,205.52,314.9230769,87,284,0,0,0,0,0,0,13,4094,12,1044,8192,0,11,20,0,0,0,0,0,0,0,0,BENIGN
49671,65.114.151.133,13959299,11,6,2440,2160,984,0,221.8181818,386.4113917,952,0,360,462.1203306,329.5294413,1.217826196,872456.1875,3436973.578,13800000,2,14000000,1395929.9,4344661.16,13800000,2,1305,261,382.9484299,916,4,0,0,0,0,244,144,0.788005186,0.42982101,0,984,255.5555556,398.8361336,159070.2614,0,0,0,1,0,0,0,0,0,270.5882353,221.8181818,360,244,0,0,0,0,0,0,11,2440,6,2160,8192,2049,9,20,0,0,0,0,0,0,0,0,BENIGN
135,204.86.158.116,14059293,13,8,1022,1096,168,0,78.61538462,83.6316711,268,0,137,104.1921302,150.647689,1.493673971,702964.65,3073629.563,13800000,1,14100000,1171607.75,3964709.228,13800000,1,99401,14200.14286,37263.87968,98706,3,0,0,0,0,284,184,0.924655315,0.569018655,0,268,96.27272727,94.24243399,8881.636364,0,0,0,1,0,0,0,0,0,100.8571429,78.61538462,137,284,0,0,0,0,0,0,13,1022,8,1096,8192,2051,11,20,0,0,0,0,0,0,0,0,BENIGN
49666,55.56.173.123,34057857,17,14,5268,2174,1755,0,309.8823529,554.4020295,348,0,155.2857143,127.2438172,218.5105187,0.910215813,1135261.9,6180565.969,33900000,3,34100000,2128616.063,8461485.282,33900000,48,2577,198.2307692,229.0040589,564,3,0,0,0,0,364,304,0.499150607,0.411065206,0,1755,232.5625,416.1106349,173148.0605,0,0,0,1,0,0,0,0,0,240.0645161,309.8823529,155.2857143,364,0,0,0,0,0,0,17,5268,14,2174,8192,2049,15,20,0,0,0,0,0,0,0,0,BENIGN
389,190.165.25.126,177,2,2,414,326,207,207,207,0,163,163,163,0,4180790.96,22598.87006,59,96.13012015,170,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,11299.43503,11299.43503,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,222.83.45.212,514215,14,12,4838,3994,1660,0,345.5714286,582.4753166,1268,0,332.8333333,475.6577902,17175.69499,50.5625079,20568.6,71385.04521,304628,1,514045,39541.92308,96892.42799,304628,1,514148,46740.72727,151970.8934,504927,1,0,0,0,0,304,264,27.22596579,23.33654211,0,1660,327.1111111,519.3015526,269674.1026,0,0,0,1,0,0,0,0,0,339.6923077,345.5714286,332.8333333,304,0,0,0,0,0,0,14,4838,12,3994,8192,0,12,20,0,0,0,0,0,0,0,0,BENIGN
389,251.52.14.180,2,1,2,6,12,6,6,6,0,6,6,6,0,9000000,1500000,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,500000,1000000,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,254,0,0,20,0,0,0,0,0,0,0,0,BENIGN
135,65.244.1.243,107,1,3,6,18,6,6,6,0,6,6,6,0,224299.0654,37383.17757,35.66666667,46.5761026,89,3,0,0,0,0,0,18,9,8.485281374,15,3,0,0,0,0,20,60,9345.794393,28037.38318,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,254,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
49671,254.135.102.182,46,1,3,6,18,6,6,6,0,6,6,6,0,521739.1304,86956.52174,15.33333333,23.11565126,42,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,21739.13043,65217.3913,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0,0,0,0,0,0,0,0,BENIGN
49666,152.65.107.233,57,1,2,6,12,6,6,6,0,6,6,6,0,315789.4737,52631.57895,28.5,36.06244584,54,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,20,40,17543.85965,35087.7193,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,252,2049,0,20,0,0,0,0,0,0,0,0,BENIGN
49666,249.133.74.163,49,2,0,12,0,6,6,6,0,0,0,0,0,244897.9592,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,40,0,40816.32653,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1.29.157.142,53,2,0,12,0,6,6,6,0,0,0,0,0,226415.0943,37735.84906,53,0,53,53,53,53,0,53,53,0,0,0,0,0,0,0,0,0,40,0,37735.84906,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
56154,162.162.82.135,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
58051,154.112.234.162,44,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0,0,1886363.636,68181.81818,22,28.28427125,42,2,44,22,28.28427125,42,2,0,0,0,0,0,1,0,0,0,60,0,68181.81818,0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43,27.66666667,0,60,0,0,0,0,0,0,3,83,0,0,946,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
58052,77.54.152.208,4,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0,0,20800000,750000,2,2.828427125,4,0,4,2,2.828427125,4,0,0,0,0,0,0,1,0,0,0,60,0,750000,0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43,27.66666667,0,60,0,0,0,0,0,0,3,83,0,0,946,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
58088,157.132.114.9,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
58091,242.121.229.79,34,1,1,6,6,6,6,6,0,6,6,6,0,352941.1765,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0,0,0,0,0,0,0,0,BENIGN
58110,174.122.246.236,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,23360,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
58062,143.179.45.221,57,1,1,6,6,6,6,6,0,6,6,6,0,210526.3158,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17543.85965,17543.85965,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,15544,63982,0,20,0,0,0,0,0,0,0,0,BENIGN
58102,112.25.71.79,29310,5,1,393,6,274,6,78.6,112.3200783,6,6,6,0,13613.10133,204.7082907,5862,11153.30765,25672,82,29310,7327.5,12310.62421,25672,209,0,0,0,0,0,1,0,0,0,100,20,170.5902422,34.11804845,6,274,96.14285714,123.666795,15293.47619,0,1,0,0,1,0,0,0,0,112.1666667,78.6,6,100,0,0,0,0,0,0,5,393,1,6,110,0,4,20,0,0,0,0,0,0,0,0,BENIGN
58080,239.1.69.41,73,1,1,6,6,6,6,6,0,6,6,6,0,164383.5616,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
58058,132.29.154.89,37,1,1,6,6,6,6,6,0,6,6,6,0,324324.3243,54054.05405,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27027.02703,27027.02703,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
38196,247.41.101.173,294,1,3,927,0,927,927,927,0,0,0,0,0,3153061.224,13605.44218,98,123.5961164,238,4,0,0,0,0,0,242,121,165.4629868,238,4,1,0,0,0,32,108,3401.360544,10204.08163,0,927,370.8,507.7388108,257798.7,0,1,0,0,1,0,0,0,3,463.5,927,0,32,0,0,0,0,0,0,1,927,3,0,4961,30591,0,32,0,0,0,0,0,0,0,0,BENIGN
38154,93.215.39.17,215074,2,1,0,0,0,0,0,0,0,0,0,0,0,13.94868743,107537,152003.9163,215020,54,215074,215074,0,215074,215074,0,0,0,0,0,0,0,0,0,64,32,9.299124952,4.649562476,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,4990,30016,0,32,0,0,0,0,0,0,0,0,BENIGN
58070,245.107.190.22,24,1,1,6,6,6,6,6,0,6,6,6,0,500000,83333.33333,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0,0,0,0,0,0,0,0,BENIGN
58071,47.85.146.102,154,1,1,6,6,6,6,6,0,6,6,6,0,77922.07792,12987.01299,154,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6493.506494,6493.506494,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0,0,0,0,0,0,0,0,BENIGN
58060,43.9.103.18,65,1,1,6,6,6,6,6,0,6,6,6,0,184615.3846,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15384.61538,15384.61538,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN
58096,219.217.180.128,228,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,188596.4912,13157.89474,114,63.63961031,159,69,228,228,0,228,228,0,0,0,0,0,1,0,0,0,40,20,8771.929825,4385.964912,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,288,0,1,20,0,0,0,0,0,0,0,0,BENIGN
56156,63.159.64.218,48,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,770833.3333,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,40,0,41666.66667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,288,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,146.41.65.30,2315988,4,0,24,0,6,6,6,0,0,0,0,0,10.36274799,1.727124666,771996,1335612.191,2314228,361,2315988,771996,1335612.191,2314228,361,0,0,0,0,0,0,0,0,0,80,0,1.727124666,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,135.122.147.149,2088924,5,0,30,0,6,6,6,0,0,0,0,0,14.36146073,2.393576789,522231,1043801.437,2087933,1,2088924,522231,1043801.437,2087933,1,0,0,0,0,0,0,0,0,0,100,0,2.393576789,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,200.132.246.185,2082013,4,0,24,0,6,6,6,0,0,0,0,0,11.52730555,1.921217591,694004.3333,1202048.168,2082010,1,2082013,694004.3333,1202048.168,2082010,1,0,0,0,0,0,0,0,0,0,80,0,1.921217591,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,154.20.204.94,2083011,5,0,30,0,6,6,6,0,0,0,0,0,14.40222831,2.400371385,520752.75,1040836.274,2082007,1,2083011,520752.75,1040836.274,2082007,1,0,0,0,0,0,0,0,0,0,100,0,2.400371385,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
